Price,Symbol,Timestamp,Volume,Posttimestamp
1.07164,IC MARKETS:1,1719343990450,0,1719343992416
1.07165,IC MARKETS:1,1719343991066,0,1719343992416

1.07157,IC MARKETS:1,1719344044165,0,1719344045473
1.07158,IC MARKETS:1,1719344044394,0,1719344045473
1.07153,IC MARKETS:1,1719344060637,0,1719344062482
1.07154,IC MARKETS:1,1719344061069,0,1719344062482
1.07153,IC MARKETS:1,1719344077061,0,1719344081497
1.07154,IC MARKETS:1,1719344077312,0,1719344081497
1.07153,IC MARKETS:1,1719344077896,0,1719344081497
1.07154,IC MARKETS:1,1719344078098,0,1719344081497

1.07159,IC MARKETS:1,1719344111720,0,1719344113534
1.0716,IC MARKETS:1,1719344123800,0,1719344125552
1.07159,IC MARKETS:1,1719344124326,0,1719344125552
1.07159,IC MARKETS:1,1719344127568,0,1719344129550

1.07165,IC MARKETS:1,1719344195057,0,1719344196705
1.07166,IC MARKETS:1,1719344195374,0,1719344196705
1.07167,IC MARKETS:1,1719344199900,0,1719344200721


1.07175,IC MARKETS:1,1719344337492,0,1719344339857
1.07175,IC MARKETS:1,1719344360295,0,1719344361865


1.0717,IC MARKETS:1,1719344430708,0,1719344432980
1.07171,IC MARKETS:1,1719344453691,0,1719344456173


1.07159,IC MARKETS:1,1719344603699,0,1719344605421
1.07162,IC MARKETS:1,1719344613091,0,1719344615435

1.07162,IC MARKETS:1,1719344626064,0,1719344628461
1.07161,IC MARKETS:1,1719344626911,0,1719344628461
1.07163,IC MARKETS:1,1719344632497,0,1719344633454
1.07164,IC MARKETS:1,1719344671847,0,1719344673590
1.07163,IC MARKETS:1,1719344672058,0,1719344673590


1.07165,IC MARKETS:1,1719344744506,0,1719344746774
1.07166,IC MARKETS:1,1719344744703,0,1719344746774
1.07165,IC MARKETS:1,1719344783059,0,1719344784870

1.07167,IC MARKETS:1,1719344854294,0,1719344855129

1.07166,IC MARKETS:1,1719344894634,0,1719344896187


1.07167,IC MARKETS:1,1719345033496,0,1719345035242
1.07166,IC MARKETS:1,1719345033926,0,1719345035242

1.07163,IC MARKETS:1,1719345072926,0,1719345074376
1.07164,IC MARKETS:1,1719345083098,0,1719345085392
1.07163,IC MARKETS:1,1719345083499,0,1719345086385
1.07164,IC MARKETS:1,1719345084285,0,1719345086386
1.07163,IC MARKETS:1,1719345096295,0,1719345097423

1.07166,IC MARKETS:1,1719345132896,0,1719345134612
1.07167,IC MARKETS:1,1719345133059,0,1719345134612
1.07167,IC MARKETS:1,1719345159900,0,1719345161715


1.07172,IC MARKETS:1,1719345258906,0,1719345260911
1.07171,IC MARKETS:1,1719345269299,0,1719345271996
1.07171,IC MARKETS:1,1719345285719,0,1719345288126
1.07172,IC MARKETS:1,1719345286397,0,1719345288126

1.07171,IC MARKETS:1,1719345305299,0,1719345309971
1.07172,IC MARKETS:1,1719345307707,0,1719345315110
1.07166,IC MARKETS:1,1719345318494,0,1719345320367
1.07166,IC MARKETS:1,1719345331296,0,1719345333451


1.0716,IC MARKETS:1,1719345469909,0,1719345472424
1.07158,IC MARKETS:1,1719345477501,0,1719345480577
1.07156,IC MARKETS:1,1719345477903,0,1719345480577
1.07157,IC MARKETS:1,1719345478302,0,1719345480577
1.07156,IC MARKETS:1,1719345480509,0,1719345481582
1.07156,IC MARKETS:1,1719345486214,0,1719345490420

1.07158,IC MARKETS:1,1719345497096,0,1719345499587
1.0716,IC MARKETS:1,1719345497302,0,1719345499587
1.0716,IC MARKETS:1,1719345505493,0,1719345507924


1.07155,IC MARKETS:1,1719345580298,0,1719345615931
1.07155,IC MARKETS:1,1719345581107,0,1719345622140
1.07155,IC MARKETS:1,1719345605302,0,1719345636033
1.0715,IC MARKETS:1,1719345666897,0,1719345668319

1.0716,IC MARKETS:1,1719345589096,0,1719345677227
1.07144,IC MARKETS:1,1719345729501,0,1719345732079
1.07143,IC MARKETS:1,1719345729707,0,1719345732079
1.07143,IC MARKETS:1,1719345740302,0,1719345746096

1.0714,IC MARKETS:1,1719345779495,0,1719345781141
1.07141,IC MARKETS:1,1719345779696,0,1719345781141
1.0714,IC MARKETS:1,1719345780322,0,1719345781141
1.0714,IC MARKETS:1,1719345802975,0,1719345804150
1.07139,IC MARKETS:1,1719345803573,0,1719345804150




1.07145,IC MARKETS:1,1719346042096,0,1719346060456
1.07144,IC MARKETS:1,1719346057297,0,1719346060457
1.07145,IC MARKETS:1,1719346062495,0,1719346070470






1.07139,IC MARKETS:1,1719346406453,0,1719346410752
1.0714,IC MARKETS:1,1719346407092,0,1719346410752


1.07137,IC MARKETS:1,1719346598093,0,1719346598919
1.07138,IC MARKETS:1,1719346599094,0,1719346610963


1.07135,IC MARKETS:1,1719346710892,0,1719346712013


1.07129,IC MARKETS:1,1719346837574,0,1719346859088
1.07128,IC MARKETS:1,1719346847424,0,1719346859088
1.07129,IC MARKETS:1,1719346847995,0,1719346859088


1.07124,IC MARKETS:1,1719347034304,0,1719347036234
1.07123,IC MARKETS:1,1719347034571,0,1719347036234

1.07123,IC MARKETS:1,1719347059295,0,1719347076282


1.07123,IC MARKETS:1,1719347194299,0,1719347208373
1.07124,IC MARKETS:1,1719347199095,0,1719347208374



1.07115,IC MARKETS:1,1719347396307,0,1719347417526
1.07114,IC MARKETS:1,1719347400504,0,1719347417526
1.07113,IC MARKETS:1,1719347404126,0,1719347417526
1.07114,IC MARKETS:1,1719347404715,0,1719347417526
1.07113,IC MARKETS:1,1719347404896,0,1719347417526





1.071375,IC MARKETS:1,1719347768321,0,1719347769863







1.07134,IC MARKETS:1,1719348319016,0,1719348332341
1.07133,IC MARKETS:1,1719348329990,0,1719348332342




1.07139,IC MARKETS:1,1719348629058,0,1719348630594


1.07139,IC MARKETS:1,1719348726059,0,1719348740981


1.071345,IC MARKETS:1,1719348840589,0,1719348860727

1.0714,IC MARKETS:1,1719349006502,0,1719349010982

1.07142,IC MARKETS:1,1719349030372,0,1719349031881







1.071415,IC MARKETS:1,1719349535581,0,1719349538372
1.071375,IC MARKETS:1,1719349601325,0,1719349603431



1.071385,IC MARKETS:1,1719349776542,0,1719349790991

1.0714,IC MARKETS:1,1719349872140,0,1719349891647
1.0714,IC MARKETS:1,1719349872297,0,1719349891647
1.071415,IC MARKETS:1,1719349879810,0,1719349891648
1.071375,IC MARKETS:1,1719349880976,0,1719349891648
1.071445,IC MARKETS:1,1719349885286,0,1719349891648

1.071455,IC MARKETS:1,1719349920398,0,1719349929700

1.07145,IC MARKETS:1,1719349990840,0,1719350000993
1.07144,IC MARKETS:1,1719350041093,0,1719350042795



1.071425,IC MARKETS:1,1719350213957,0,1719350235952
1.07143,IC MARKETS:1,1719350217061,0,1719350240993
1.071415,IC MARKETS:1,1719350223543,0,1719350240993
1.071425,IC MARKETS:1,1719350224257,0,1719350240993
1.07141,IC MARKETS:1,1719350226507,0,1719350240993
1.071425,IC MARKETS:1,1719350228948,0,1719350240993
1.07142,IC MARKETS:1,1719350236501,0,1719350240993
1.071435,IC MARKETS:1,1719350266775,0,1719350270994
1.071405,IC MARKETS:1,1719350268141,0,1719350270994
1.071385,IC MARKETS:1,1719350268302,0,1719350270994




1.071335,IC MARKETS:1,1719350630911,0,1719350632322
1.071365,IC MARKETS:1,1719350648494,0,1719350650336

1.07142,IC MARKETS:1,1719350683437,0,1719350691000






1.071425,IC MARKETS:1,1719351116896,0,1719351141004
1.07141,IC MARKETS:1,1719351129161,0,1719351141004

1.071415,IC MARKETS:1,1719351165849,0,1719351171004

1.071425,IC MARKETS:1,1719351258760,0,1719351261004

1.07144,IC MARKETS:1,1719351261607,0,1719351286908

1.07142,IC MARKETS:1,1719351348849,0,1719351351005
1.071425,IC MARKETS:1,1719351373403,0,1719351381005

1.07143,IC MARKETS:1,1719351458930,0,1719351461065

1.07146,IC MARKETS:1,1719351561240,0,1719351563160

1.071445,IC MARKETS:1,1719351640700,0,1719351670263


1.071375,IC MARKETS:1,1719351738151,0,1719351741347
1.07134,IC MARKETS:1,1719351771412,0,1719351774368
1.07135,IC MARKETS:1,1719351771743,0,1719351774368
1.071375,IC MARKETS:1,1719351793800,0,1719351796393
1.071365,IC MARKETS:1,1719351794059,0,1719351796393

1.07134,IC MARKETS:1,1719351884066,0,1719351890498

1.071345,IC MARKETS:1,1719351914496,0,1719351921010
1.07139,IC MARKETS:1,1719351915291,0,1719351921011
1.07137,IC MARKETS:1,1719351915500,0,1719351921011




1.07136,IC MARKETS:1,1719352185062,0,1719352191013
1.07139,IC MARKETS:1,1719352186046,0,1719352191013
1.07138,IC MARKETS:1,1719352187061,0,1719352191013


1.071375,IC MARKETS:1,1719352326063,0,1719352341013
1.071375,IC MARKETS:1,1719352332935,0,1719352341013
1.07142,IC MARKETS:1,1719352335764,0,1719352341014
1.0714,IC MARKETS:1,1719352335966,0,1719352341014
1.071375,IC MARKETS:1,1719352336605,0,1719352341014
1.07136,IC MARKETS:1,1719352336877,0,1719352341014
1.07135,IC MARKETS:1,1719352338064,0,1719352341014
1.071345,IC MARKETS:1,1719352338987,0,1719352357941
1.07133,IC MARKETS:1,1719352339412,0,1719352357941
1.07132,IC MARKETS:1,1719352340085,0,1719352357941
1.071345,IC MARKETS:1,1719352340337,0,1719352357941
1.07132,IC MARKETS:1,1719352342452,0,1719352357941
1.071335,IC MARKETS:1,1719352345963,0,1719352357941
1.071325,IC MARKETS:1,1719352346954,0,1719352357941
1.071315,IC MARKETS:1,1719352347136,0,1719352357941
1.07129,IC MARKETS:1,1719352347499,0,1719352357941
1.071315,IC MARKETS:1,1719352347698,0,1719352357941
1.071305,IC MARKETS:1,1719352348728,0,1719352357942
1.07132,IC MARKETS:1,1719352351097,0,1719352357942
1.07132,IC MARKETS:1,1719352355498,0,1719352357942
1.071305,IC MARKETS:1,1719352356811,0,1719352371013
1.071335,IC MARKETS:1,1719352361901,0,1719352371013
1.07131,IC MARKETS:1,1719352362499,0,1719352371013

1.071345,IC MARKETS:1,1719352419491,0,1719352431014
1.071345,IC MARKETS:1,1719352447394,0,1719352461013
1.07136,IC MARKETS:1,1719352455946,0,1719352461013


1.071345,IC MARKETS:1,1719352574270,0,1719352592146
1.07135,IC MARKETS:1,1719352574705,0,1719352592146
1.07133,IC MARKETS:1,1719352578973,0,1719352592147


1.071345,IC MARKETS:1,1719352714322,0,1719352715253

1.07142,IC MARKETS:1,1719352801678,0,1719352803346
1.07141,IC MARKETS:1,1719352801937,0,1719352803346
1.071485,IC MARKETS:1,1719352808081,0,1719352810388
1.071495,IC MARKETS:1,1719352808411,0,1719352810388
1.07145,IC MARKETS:1,1719352822734,0,1719352824392
